Name,Description
Scizor,"Scizor is bipedal, insectoid Pokémon with a red, metallic exoskeleton. It has gray, retractable forewings and hind wings with simple, curved venation. Its rounded head has three blunt horns extending above its forehead and eyes with dark yellow pupils. Scizor's thin, black neck connects to a black, teardrop-shaped patch on its thorax. Scizor has broad shoulders and thin, segmented arms ending in large, round pincers, which comprise a third of Scizor's body weight. Scizor has a large, rounded abdomen with three black, chevron-shaped stripes extending from its waist down its front; female Scizor has larger abdomens than male Scizor. Scizor's legs are defined by large hip joints, thin thighs, and wide calves, and its feet end in a clawed toe on each side. Its arms appear similar to pincers of animals from crustecean group like crabs and the presence of markings resembling eyes gives the illusion of additional heads."
Shuckle,"Shuckle is a slender Pokémon with a yellow body that appears to be soft. Until they are in use, Shuckle's limbs appear limp. It is encased in a very hard red shell that has many holes in it. The holes in its shell are rimmed with white."
Heracross,"Heracross is a bipedal, coleopteran insectoid Pokémon covered in a blue exoskeleton. There is a long, pronged horn on its forehead. The horn ends in a cross on males and a heart-shape on females. On either side of the horn is a short antenna with a spherical tip. Heracross has oval, yellow eyes. Its forearms have a pair of spikes near the wrists, while its thighs have a single spike each. It has two claws on its hands, and a single long claw on each foot. There is a single pair of wings covered by elytra, which can be seen during its release from a Poké Ball in the 3D games. Heracross's claws allow it to dig into the ground for sturdy footing and also allow it to climb trees. Using its horn, it throws opponents or competitors for food. It can lift and throw objects 100 times its own weight. It uses its two antennae to search for food by scent. It lives in boreal, temperate, and tropical forests, where it feeds on tree sap. In Generation II, Megahorn was its signature move."
Sneasel,"Sneasel is a bipedal mustelid Pokémon that resembles both a cat and a weasel. It is primarily bluish-black with three bright red feathers for its tail and a single one on its left ear. The ear feather is shorter on the female than on the male. The other ear is short and pointed, and it has narrow red eyes. On its forehead and chest are oval, yellow gem-like protrusions. It has red eyes with black eyelash-like markings on the edges. It has long limbs with two large, white retractable claws on its hands and feet. It is perfectly capable of using its claws to do substantial damage. Its claws are also used for climbing trees in boreal or sub-alpine forests where it lives. It can also bring out its claws to startle foes that attacked it."
Teddiursa,"Teddiursa is a bipedal, ursine Pokémon covered in short, orange-brown fur. Its muzzle is a light tan color with a small black nose and black eyes with white irises. There is a slightly paler tan crescent moon marking on its face, and it has round ears. It has three claws on its forepaws as well as two claws and yellow paw pads on its hind paws. Its tail is short, round, and puffy."
Ursaring,"Ursaring is a bipedal, ursine Pokémon. Its broad body is covered in brown fur, except for its muzzle, inner ears, and paw pads, which are a light tan. It has narrow eyes, a triangular, black nose, and a wide mouth with small, visible fangs in the upper jaw. The fur on Ursaring's shoulders is longer and more structured, with rectangular extensions. A female Ursaring has longer fur on its shoulders than a male. There is a large, tan, ring-shaped mark shaped like a new moon on its chest. Ursaring's forelimbs are long, ending in five claws each, while its hind legs are short and thick, ending in three claws each. Its tail is large and spherical in shape."
Slugma,"Slugma is a limbless gastropod mollusk Pokémon composed of magma. Its body is bright red, fading to a duller red along its extremities. It has large, round, yellow eyes with small pupils. Slugma's head is ovoid with flame-like extensions spreading upward from its eyes and round, stable drops of magma dangling from its upper jaw. Its lower body is irregular in shape, and occasionally emits bubbles."
Magcargo,"Magcargo is a limbless, gastropod mollusk Pokémon consisting almost entirely of bright red magma. Its oval eyes are large and yellow with small pupils and extend upward from its head. It has a bulbous snout and a wide mouth, with two drops of magma dangling from each side of its upper jaw. Magcargo's back is protected by a gray, spherical shell composed of hardened, but brittle magma, forming irregular lumps and plates. Marcargo can store fire energy in its shell. A streak of fire leaks from the side of its shell. Magcargo's lower body is amorphous and covered in bubbles of magma."
Swinub,"Swinub is a small porcine Pokémon. Living in frigid temperatures, Swinub is covered in dense, brown, striped hair to keep it warm. The hair is so shaggy that it often covers its tuft-like small legs, making it appear like a legless lump. Swinub's eyes appear as if they are perpetually closed."
Piloswine,"Piloswine is a big, brown, furry porcine Pokémon with an impressive hump on its back. It also has two tusks made of ice, which seem small but can be lethal. These tusks thicken when it snows, and they are smaller on a female Piloswine than on a male. It has floppy ears that are sensitive to sound. Piloswine has two beady eyes in its head; however, these are usually covered up by tufts of fur. As it is usually unable to see, it checks surroundings with its sensitive pig-like nose instead. As a result, Piloswine is constantly charging at foes when it moves. The hairs on its back stands up straight as a warning sign for this."
